회사명,행정기관명,설립구분명,용지면적(㎡),건축면적(㎡),종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,전화번호,정제우편번호,정제도로명주소,정제지번주소,위도,경도
진명통신(주),경기도 성남시,일반,301.82,301.82,15,소기업,19970503,도시지역 / 상업지역 / 근린상업지역,대,방송장비 제조업,26421,방송용 송신기 안테나,031-706-0150,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 A동 907호,37.40550474,127.1510002
청우전자(주),경기도 성남시,일반,1469.92,449.42,21,소기업,20190925,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업 외 1 종,"28123, 28303",케이블아세이 및 안정기,031-707-4387,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크B동 B동 3층 306 외 5필지,37.40563669,127.1529544
코드네트웍스(주),경기도 성남시,일반,301.82,114.21,6,소기업,20191223,도시지역 / 상업지역 / 근린상업지역,대,축전지 제조업,28202,"리튬이차전지, 축전지,분전함",031-752-0091,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크 B동 501호,37.40563669,127.1529544
탑전자산업(주),경기도 성남시,일반,600.02,298.2,26,소기업,20210422,도시지역 / 상업지역 / 근린상업지역,"대, 대",비디오 및 기타 영상기기 제조업 외 2 종,"26519, 27211, 27302",상하수도 내부CCTV촬영검사시스템,031-702-7640,13510,경기도 성남시 분당구 판교로 744,경기도 성남시 분당구 야탑동 145번지 분당테크노파크C동 C동 2층 206 C동 2층 206호 외 1필지,37.40462453,127.1551398
테스팅하우스코리아(주),경기도 성남시,일반,0,84,15,소기업,20150224,도시지역 / 상업지역 / 근린상업지역,공장용지,"전자기 측정, 시험 및 분석기구 제조업",27212,"전기, 전자 시험장비",031-701-3070,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 E동 405호,37.4041366,127.1516619
진성물산,경기도 성남시,일반,280,200,5,소기업,20020305,도시지역 / 주거지역 / 준주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-749-8172,13176,경기도 성남시 중원구 광명로347번길 10,경기도 성남시 중원구 금광동 3171번지,37.44698854,127.1643402
경진몰딩,경기도 성남시,일반,184.6,129.53,18,소기업,19940430,도시지역 / 상업지역 / 일반상업지역,대,그 외 기타 전자부품 제조업 외 1 종,"26295, 26299",전자부품,031-753-1557,13305,경기도 성남시 수정구 수정북로 50,경기도 성남시 수정구 태평동 3517번지,37.44267495,127.135261
용성섬유,경기도 성남시,일반,170,70,6,소기업,19980101,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-755-1974,13288,경기도 성남시 수정구 탄리로 104-4,경기도 성남시 수정구 태평동 3194-1번지,37.4451716,127.1352149
한진인더스트리,경기도 성남시,일반,160,130,12,소기업,20030424,도시지역 / 주거지역 / 제2종일반주거지역,대,모자 제조업 외 1 종,"14194, 14491","모자,출산용품",031-757-7939,13301,경기도 성남시 수정구 탄리로 97,경기도 성남시 수정구 태평동 3765번지,37.44462964,127.1348445
제호모피,경기도 성남시,일반,120,80,2,소기업,20050603,도시지역 / 주거지역 / 제2종일반주거지역,대,모피 및 가죽 제조업,15110,모피,031-721-1858,13366,경기도 성남시 중원구 성남대로1130번길 25-1,경기도 성남시 중원구 성남동 3603번지 제이빌,37.43095703,127.1323225
다인플러스,경기도 성남시,일반,42.55,34.55,0,소기업,20100216,도시지역 / 상업지역 / 근린상업지역,대,그 외 기타 분류 안된 섬유제품 제조업,13999,건조탈취제,31,13351,경기도 성남시 수정구 공원로367번길 25,경기도 성남시 수정구 신흥동 2781번지 1층,37.44304127,127.1460553
(주)테라베스트,경기도 성남시,일반,79.42,202.1,10,소기업,20210201,도시지역 / 상업지역 / 근린상업지역,대,생물학적 제제 제조업,21102,면역세포치료제,02-2088-8840,13461,경기도 성남시 분당구 운중로 123,경기도 성남시 분당구 운중동 962번지 10층,37.39198577,127.0769648
(주)디지스테이션,경기도 성남시,일반,285.16,95.05,20,소기업,20060626,도시지역 / 상업지역 / 근린상업지역,대,유선 통신장비 제조업 외 1 종,"26410, 26421",디지털위성방송수신기,031-781-9015,13508,경기도 성남시 분당구 야탑로 247,경기도 성남시 분당구 야탑동 175-2번지 지현프라자 5층,37.40721187,127.1461222
(주)우암코퍼레이션,경기도 성남시,일반,9.8,33,8,소기업,20151028,도시지역 / 주거지역 / 준주거지역,대,방송장비 제조업,26421,"영상감시장치, 보안용카메라",02-3461-5100,13494,경기도 성남시 분당구 판교역로 225-15,경기도 성남시 분당구 삼평동 672-2번지 4층 일부,37.40048705,127.108756
(주)리브스메드,경기도 성남시,일반,2694.89,764.16,91,소기업,20230525,도시지역 / 상업지역 / 근린상업지역,"대, 대, 대, 대, 대, 대, 대, 대, 대, 대, 대, 대, 대, 대, 대, 대",그 외 기타 의료용 기기 제조업,27199,복강경 수술기구,070-7708-3092,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 외 15필지 분당테크노파크 D동 305호,37.4038895,127.1503976
(주)리노텍,경기도 성남시,일반,165,99,4,소기업,20040915,도시지역 / 주거지역 / 제2종일반주거지역,대,전시 및 광고용 조명장치 제조업 외 1 종,"28423, 33910",광고조형물,031-755-2506,13306,경기도 성남시 수정구 성남대로1314번길 4,경기도 성남시 수정구 태평동 5183번지 현은빌딩,37.44691371,127.1273379
(주)올베스트글로벌,경기도 성남시,일반,254,99,10,소기업,20050927,도시지역 / 주거지역 / 제2종일반주거지역,대,"전기회로 개폐, 보호장치 제조업 외 3 종","28121, 28122, 29163, 29169",자동개폐기,031-758-1961,13306,경기도 성남시 수정구 성남대로1318번길 3,경기도 성남시 수정구 태평동 5109-1번지,37.44761695,127.1273909
(주)헤븐닷컴,경기도 성남시,일반,347,347,7,소기업,20000321,도시지역 / 상업지역 / 일반상업지역,대,기타 편조의복 액세서리 제조업,14419,봉제,031-751-1085,13311,경기도 성남시 수정구 수정로73번길 16-27,경기도 성남시 수정구 태평동 6481번지,37.44067276,127.1290984
국일섬유,경기도 성남시,일반,0,150,8,소기업,20000321,도시지역 / 상업지역 / 일반상업지역,대,편조의복 제조업,14300,의류,031-751-6330,13291,경기도 성남시 수정구 탄리로96번길 4,경기도 성남시 수정구 태평동 3469-1번지,37.44433407,127.1354564
금빛섬유,경기도 성남시,일반,120,120,2,소기업,20060215,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 의복액세서리 제조업,14499,면장갑,031-753-4132,13279,경기도 성남시 수정구 남문로140번길 1,경기도 성남시 수정구 태평동 7296번지,37.44823907,127.1420286
대광전자,경기도 성남시,일반,0,300,30,소기업,19980430,도시지역 / 상업지역 / 일반상업지역,대,그 외 기타 전자부품 제조업 외 1 종,"26295, 26299",전자부품,031-757-8009,13311,경기도 성남시 수정구 수정로73번길 16-27,경기도 성남시 수정구 태평동 6481번지,37.44067276,127.1290984
대일니트,경기도 성남시,일반,130,65,8,소기업,20020408,도시지역 / 주거지역 / 준주거지역,대,기타 편조의복 액세서리 제조업,14419,"니트(모자,머플러)",031-755-7728,13295,경기도 성남시 수정구 태평로 52-2,경기도 성남시 수정구 태평동 4945번지,37.44912054,127.1326067
주식회사 에스코프,경기도 성남시,창업,42.21,26.8,1,소기업,20231012,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,"전자기 측정, 시험 및 분석기구 제조업 외 3 종","27212, 28121, 28903, 29199","방폭형 IoT장치, 센서, 수신장치, 모니터링 Software",070-8801-5121,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 신구대학 창업보육센터 406호,37.44884585,127.1677011
한옥스토리,경기도 성남시,일반,91.79,11.75,0,소기업,20200227,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,장식용 목제품 제조업,16292,"목공예품, 교육용교재, 감성조명 등",031-733-1895,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 신구대학교 창업관 402호,37.44884585,127.1677011
명진섬유,경기도 성남시,일반,78,78,1,소기업,19990513,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-749-4727,13149,경기도 성남시 중원구 순환로457번길 11-1,경기도 성남시 중원구 은행동 584-2번지,37.46188762,127.1705494
이화양행,경기도 성남시,일반,207,207,6,소기업,20010925,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 의료용 기기 제조업,27199,"복대,요통대",031-735-5662,13152,경기도 성남시 중원구 순환로453번길 42,경기도 성남시 중원구 은행동 663-37번지,37.46000612,127.1681718
한스상사,경기도 성남시,일반,160,140,5,소기업,20001218,도시지역 / 상업지역 / 중심상업지역,대,편조의복 제조업,14300,쉐타,031-735-3792,13153,경기도 성남시 중원구 산성대로 540,경기도 성남시 중원구 은행동 978번지 신성빌딩,37.45870892,127.165249
유파인테크놀러지스(주),경기도 성남시,일반,1781,297.51,26,소기업,20150626,도시지역 / 녹지지역 / 자연녹지지역,대,기타 무선 통신장비 제조업 외 1 종,"26429, 28903",RF 중계기,031-786-8600,13551,경기도 성남시 분당구 쇳골로 35-3,"경기도 성남시 분당구 금곡동 46번지 1, 2층",37.36249121,127.0972089
원석조경건재(주),경기도 성남시,일반,95,30,0,소기업,20040407,도시지역 / 주거지역 / 제2종일반주거지역,대,건설용 석제품 제조업,23911,스타일러 패널,031-708-8644,13550,경기도 성남시 분당구 대왕판교로 300,경기도 성남시 분당구 궁내동 255-2번지,37.37028662,127.1020801
(주)윈텍,경기도 성남시,일반,380.24,22,5,소기업,20041102,도시지역 / 주거지역 / 제2종일반주거지역,대,기타 무선 통신장비 제조업,26429,산업용LCD모니터,031-714-1729,13622,경기도 성남시 분당구 구미로 120,경기도 성남시 분당구 구미동 226-1번지 건우프라쟈 201호,37.33974147,127.1221557
나래플러스 치과기공소,경기도 성남시,일반,165.82,116.6,7,소기업,20100208,도시지역 / 상업지역 / 근린상업지역,대,정형외과용 및 신체보정용 기기 제조업,27192,치아보철물,31,13637,경기도 성남시 분당구 성남대로 52,경기도 성남시 분당구 구미동 177번지 그랜드프라자 502호,37.34045719,127.109395
미래텍,경기도 성남시,일반,20.84,100,5,소기업,20151014,도시지역 / 상업지역 / 일반상업지역,대,그 외 기타 전자부품 제조업 외 1 종,"26295, 26299",열상장비 스캐너 조립체,031-781-7402,13637,경기도 성남시 분당구 구미로9번길 17,경기도 성남시 분당구 구미동 179번지 광림빌딩 406호 일부,37.33990914,127.1099398
주식회사 에이티센스,경기도 성남시,일반,226.4,95.6,2,소기업,20210222,도시지역 / 상업지역 / 일반상업지역,대,그 외 기타 의료용 기기 제조업,27199,웨어러블 패치형 심전도 측정기기,070-5220-0738,13637,경기도 성남시 분당구 구미로 11,"경기도 성남시 분당구 구미동 187-4번지 포인트타운 803호,804호",37.33841499,127.110591
빈티지색소,경기도 성남시,일반,26,4,2,소기업,20180725,도시지역 / 상업지역 / 중심상업지역,대,기타 악기 제조업,33209,색소폰 마우스피스, ,13560,경기도 성남시 분당구 정자일로 121,경기도 성남시 분당구 정자동 174-1번지 분당 더? 스타파크 2층 G11호,37.36132953,127.1055603
주식회사 히에라바이오,경기도 성남시,창업,175.01,123.04,11,소기업,20220506,도시지역 / 상업지역 / 일반상업지역,대,생물학적 제제 제조업,21102,줄기세포 치료제,02-3277-3030,13605,경기도 성남시 분당구 돌마로 172,경기도 성남시 분당구 정자동 217번지 분당서울대학교병원 헬스케어혁신파크 H동 2102호,37.35430407,127.1209761
(유)로드매직,경기도 성남시,일반,38.22,38.22,10,소기업,20040909,도시지역 / 상업지역 / 일반상업지역,대,유선 통신장비 제조업 외 2 종,"26410, 28903, 28909",통신기기(광모뎀),031-754-2693,13591,경기도 성남시 분당구 서현로210번길 2,경기도 성남시 분당구 서현동 245-3번지 성지하이츠텔 1018호,37.38684025,127.1254778
대신네트웍스(주),경기도 성남시,일반,106.95,34.59,13,소기업,20110720,도시지역 / 상업지역 / 중심상업지역,대,유선 통신장비 제조업 외 1 종,"26410, 26421","CCTV, 영상감시장치 ",054-282-5678,13590,경기도 성남시 분당구 황새울로311번길 14,경기도 성남시 분당구 서현동 274-4번지 서현리더스빌딩 305호,37.38550555,127.1196217
(주)바이오메디시스,경기도 성남시,일반,190,80,5,소기업,20020914,도시지역 / 상업지역 / 일반상업지역,대,치과용 기기 제조업,27191,치과용의료기기,031-703-0381,13523,경기도 성남시 분당구 판교로 436,경기도 성남시 분당구 이매동 131-3번지 홍우프라자 402호,37.40516384,127.1222003
정화산업,경기도 성남시,일반,0,130,4,소기업,19980701,도시지역 / 상업지역 / 근린상업지역,대,그 외 기타 플라스틱 제품 제조업,22299,가정용품,031-718-5676,13610,경기도 성남시 분당구 황새울로108번길 19,경기도 성남시 분당구 정자동 68-14번지,37.3698602,127.1121
(주)프레제넥스,경기도 성남시,일반,304.63,304.63,26,소기업,20130416,도시지역 / 주거지역 / 준주거지역,대,셔츠 및 블라우스 제조업 외 16 종,"13222, 13229, 13409, 14111, 14112, 14120, 14191, 14192, 14193, 14199, 14300, 14419, 14491, 14499, 15129, 25995, 25999","체육복및 셔츠 모자, 배낭, 조끼 등",070-7728-7692,13346,경기도 성남시 수정구 수정로 230,경기도 성남시 수정구 신흥동 3410번지 지하1층,37.44540893,127.1450719
뉴페이스아웃도어n캠핑,경기도 성남시,일반,108.63,108.63,2,소기업,20170209,도시지역 / 상업지역 / 근린상업지역,대,가방 및 기타 보호용 케이스 제조업,15129,"캠핑매트, 아웃도어용품",031-758-0993,13341,경기도 성남시 수정구 시민로155번길 7,경기도 성남시 수정구 신흥동 4568번지 지층,37.44179631,127.1427037
대성산업,경기도 성남시,일반,193,180,6,소기업,20011029,도시지역 / 주거지역 / 제2종일반주거지역,대,인형 및 장난감 제조업,33401,인형,031-756-9116,13340,경기도 성남시 수정구 수정로188번길 16,경기도 성남시 수정구 신흥동 5332번지,37.44226057,127.1412319
동우산업,경기도 성남시,일반,160,140,11,소기업,20030619,도시지역 / 주거지역 / 준주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 3 종","14111, 14112, 14192, 14194",의류,031-734-5195,13350,경기도 성남시 수정구 공원로349번길 3,경기도 성남시 수정구 신흥동 2616번지,37.44350236,127.1495464
성남이천건설(주),경기도 성남시,일반,50,40,3,소기업,20040211,도시지역 / 주거지역 / 제2종일반주거지역,대,간판 및 광고물 제조업 외 1 종,"25112, 33910",간판,031-757-4500,13291,경기도 성남시 수정구 수정로171번길 11-1,경기도 성남시 수정구 태평동 3386번지 동남빌딩,37.44396426,127.1383071
세정물산,경기도 성남시,일반,264,238,12,소기업,20050719,도시지역 / 주거지역 / 제2종일반주거지역,대,인형 및 장난감 제조업,33401,인형,031-758-2645,13304,경기도 성남시 수정구 탄리로95번길 11,경기도 성남시 수정구 태평동 3565번지,37.44390638,127.1341471
엘엠지 기어,경기도 성남시,일반,20,20,0,소기업,20230803,도시지역 / 주거지역 / 제2종일반주거지역,대,가방 및 기타 보호용 케이스 제조업,15129,"가방, 파우치", ,13286,경기도 성남시 수정구 남문로 101-1,경기도 성남시 수정구 태평동 2765번지 2층 LMG 택티컬,37.44730694,127.1378501
와이씨에이치(Y.C.H),경기도 성남시,일반,0,190.2,5,소기업,20160630,도시지역 / 상업지역 / 일반상업지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-753-1363,13311,경기도 성남시 수정구 수정로73번길 14,경기도 성남시 수정구 태평동 6498번지 지하1층,37.44104068,127.1285766
원일산업사,경기도 성남시,일반,80,70,13,소기업,20000223,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,의류,031-721-0068,13305,경기도 성남시 수정구 수정북로 44,경기도 성남시 수정구 태평동 3640번지,37.44243794,127.134403
정보섬유,경기도 성남시,일반,185.83,83.66,3,소기업,20070528,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-753-1956,13288,경기도 성남시 수정구 남문로82번길 2,경기도 성남시 수정구 태평동 3250번지 지층,37.44641715,127.1357515
주식회사 대진(제2공장),경기도 성남시,창업,0,134.8,11,소기업,20220222,도시지역 / 주거지역 / 제2종일반주거지역,대,셔츠 및 블라우스 제조업 외 4 종,"14111, 14112, 14191, 14192, 14199","셔츠, 블라우스",070-7004-7788,13301,경기도 성남시 수정구 남문로60번길 3-1,경기도 성남시 수정구 태평동 3786-3번지 1층,37.44554538,127.1336643
태양섬유,경기도 성남시,일반,0,46.11,2,소기업,19940419,도시지역 / 주거지역 / 제2종일반주거지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-755-0141,13291,경기도 성남시 수정구 수정로153번길 22-2,경기도 성남시 수정구 태평동 3343-1번지,37.44428347,127.1365872
한아름 협동조합,경기도 성남시,일반,497.4,149.08,5,소기업,20181126,도시지역 / 상업지역 / 근린상업지역,대,"근무복, 작업복 및 유사의복 제조업 외 6 종","14111, 14112, 14120, 14191, 14192, 14194, 14199",의류 및 잡화,031-755-3373,13110,경기도 성남시 수정구 모란로 84,경기도 성남시 수정구 태평동 6940번지 태화빌딩 B1층,37.44037445,127.1259686
(주)고영,경기도 성남시,일반,0,370.16,48,소기업,20010130,도시지역 / 상업지역 / 일반상업지역,대,그 외 기타 분류 안된 섬유제품 제조업 외 1 종,"13999, 15190",골프아셈브리,031-756-9787,13316,경기도 성남시 수정구 성남대로1226번길 2,경기도 성남시 수정구 수진동 3005번지,37.43930039,127.1283704
(주)맑은공기,경기도 성남시,일반,220.5,162.2,14,소기업,20060223,도시지역 / 상업지역 / 일반상업지역,대,기체 여과기 제조업,29174,음이온발생기 및 변환모듈,031-721-4601,13327,경기도 성남시 수정구 탄리로 59,경기도 성남시 수정구 수진동 587번지 성남벤처빌딩 303호,37.44102801,127.1360942
(주)케이이씨맥,경기도 성남시,일반,46,35.2,8,소기업,20100414,도시지역 / 상업지역 / 근린상업지역,대,기타 구조용 금속제품 제조업,25119,몰드,031-728-2277,13327,경기도 성남시 수정구 탄리로 59,경기도 성남시 수정구 수진동 587번지 성남벤처빌딩 202호,37.44102801,127.1360942
M.K정공,경기도 성남시,일반,94.01,68.33,0,소기업,20090907,도시지역 / 주거지역 / 준주거지역,대,주형 및 금형 제조업,29294,금형제작,031-721-4275,13318,경기도 성남시 수정구 수정로88번길 12,경기도 성남시 수정구 수진동 3238번지 지층1층,37.43950542,127.1305172
대옥양말,경기도 성남시,일반,99,99,3,소기업,19940519,도시지역 / 주거지역 / 제2종일반주거지역,대,자수제품 및 자수용재료 제조업 외 1 종,"13222, 13409",자수,031-752-4888,13322,경기도 성남시 수정구 수정남로20번길 20-1,경기도 성남시 수정구 수진동 3677번지 (총 2 필지) 외 1필지,37.43792907,127.1308528
부천공업사,경기도 성남시,일반,0,140,5,소기업,20010314,도시지역 / 주거지역 / 준주거지역,대,기타 무선 통신장비 제조업,26429,통신부품,031-752-5129,13313,경기도 성남시 수정구 성남대로 1191,경기도 성남시 수정구 수진동 4612번지,37.43613545,127.1280131
수진섬유,경기도 성남시,일반,198,160,10,소기업,20030122,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,쉐타,031-756-0314,13313,경기도 성남시 수정구 성남대로 1183-1,경기도 성남시 수정구 수진동 4616번지,37.43549591,127.1281519
우운실업(주)성남공장,경기도 성남시,일반,472,432,40,소기업,20020823,도시지역 / 상업지역 / 일반상업지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",점퍼,031-721-1871,13313,경기도 성남시 수정구 모란로 46,경기도 성남시 수정구 수진동 4608번지,37.43724978,127.126945
(주)거동기업,경기도 성남시,일반,600.02,410.02,42,소기업,20230608,도시지역 / 상업지역 / 근린상업지역,"대, 대, 대",기타 절연선 및 케이블 제조업 외 1 종,"28123, 28302","전기자재, 절연금속선 및 케이블",031-704-1893,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 A동 201-1호 외 2필지,37.40550474,127.1510002
(주)광진테크,경기도 성남시,일반,149.1,36,13,소기업,20191010,도시지역 / 상업지역 / 근린상업지역,대,방송장비 제조업 외 1 종,"26421, 26429","무선방송장치, 스마트안전방송장치, 출입감시제어장치",031-781-1997,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 D동 602호,37.4038895,127.1503976
(주)노벨테크,경기도 성남시,일반,391.91,233.83,12,소기업,20020427,도시지역 / 상업지역 / 일반상업지역,대,컴퓨터 제조업,26310,전자통신기기,031-708-3274,13501,경기도 성남시 분당구 양현로 481,경기도 성남시 분당구 야탑동 202-4번지 제스빌딩,37.41657236,127.1356362
(주)더블웨이브,경기도 성남시,일반,193.515,298.2,20,소기업,20200413,도시지역 / 상업지역 / 근린상업지역,대,기타 무선 통신장비 제조업,26429,주파수합성기,031-715-4836,13510,경기도 성남시 분당구 판교로 744,경기도 성남시 분당구 야탑동 145번지 분당테크노파크 C동 705호,37.40462453,127.1551398
(주)동원비티,경기도 성남시,일반,181.82,181.82,2,소기업,20210329,도시지역 / 상업지역 / 근린상업지역,대,배합 사료 제조업 외 1 종,"10801, 10802", ,070-4207-8772,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 D동 1층 101호,37.4038895,127.1503976
(주)카서,경기도 성남시,일반,250,100,14,소기업,20041006,도시지역 / 상업지역 / 일반상업지역,대,기타 무선 통신장비 제조업,26429,모뎁칩,031-709-5577,13496,경기도 성남시 분당구 장미로48번길 10,경기도 성남시 분당구 야탑동 342-2번지 야탑리더스빌딩 813호,37.41307044,127.1255168
(주)케이텍정보통신 서울경기지사,경기도 성남시,일반,193.515,78.75,8,소기업,20170406,도시지역 / 상업지역 / 근린상업지역,대,유선 통신장비 제조업 외 2 종,"26410, 26421, 26429",광패치코드,02-3443-7720,13510,경기도 성남시 분당구 판교로 744,경기도 성남시 분당구 야탑동 145번지 분당테크노파크 C동 406호,37.40462453,127.1551398
(주)타스,경기도 성남시,일반,148.11,100,3,소기업,20200513,도시지역 / 상업지역 / 근린상업지역,대,기타 오락용품 제조업,33409,당구큐 및 관련용품,070-7718-3949,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크 B동 603호,37.40563669,127.1529544
(주)태웅글로벌,경기도 성남시,일반,66.2,60.2,3,소기업,20210217,도시지역 / 주거지역 / 제1종일반주거지역,대,셔츠 및 블라우스 제조업 외 15 종,"13222, 13229, 14111, 14112, 14120, 14191, 14192, 14193, 14199, 14300, 14419, 14491, 14499, 15121, 15129, 25999",의류, ,13504,경기도 성남시 분당구 장미로148번길 6,경기도 성남시 분당구 야탑동 283-7번지 지하1층,37.41259296,127.1371584
(주)티에스엘이,경기도 성남시,일반,148.6,74.3,4,소기업,20210604,도시지역 / 상업지역 / 근린상업지역,대,기타 반도체소자 제조업 외 1 종,"26129, 28423","순번대기 시스템, 멀티비전 시스템, LED 전광판",031-701-9964,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 A동 7층 707-2호,37.40550474,127.1510002
(주)주엘이앤씨,경기도 성남시,일반,92.09,75.55,4,소기업,20160115,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업,28123,배전방및자동제어반,031-708-5723,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 D동 306호,37.4038895,127.1503976
(주)향우안전,경기도 성남시,일반,60,60,12,소기업,20220330,도시지역 / 주거지역 / 제2종일반주거지역,대,그 외 기타 봉제의복 제조업,14199,방염복,031-754-5302,13406,경기도 성남시 중원구 마지로155번길 12-1,경기도 성남시 중원구 하대원동 161-2번지,37.42711962,127.1479274
현도섬유,경기도 성남시,일반,0,129,4,소기업,20000329,도시지역 / 상업지역 / 일반상업지역,대,스타킹 및 기타 양말 제조업,14411,양말,031-754-8594,13387,경기도 성남시 중원구 원터로37번길 5,경기도 성남시 중원구 하대원동 124번지,37.43046107,127.1440348
(주)에이치엠티,경기도 성남시,일반,253.89,97.49,31,소기업,20050118,도시지역 / 상업지역 / 중심상업지역,대,전기식 진단 및 요법 기기 제조업,27112,비이식형 전기배뇨 곤란 조절기,031-713-0020,13595,경기도 성남시 분당구 백현로 97,경기도 성남시 분당구 수내동 22-3번지 다운타운빌딩 120호,37.37685253,127.111375
A.Storia(아.스토리아),경기도 성남시,일반,56.89,52.9,3,소기업,20150820,도시지역 / 주거지역 / 제3종일반주거지역,대,"근무복, 작업복 및 유사의복 제조업 외 2 종","14111, 14112, 14192",교복,031-718-9474,13599,경기도 성남시 분당구 내정로166번길 7-6,"경기도 성남시 분당구 수내동 56번지 파크타운 상가동 지층 61,62,71,72,73,82,83호",37.37290845,127.1209277
유엔젤 주식회사,경기도 성남시,창업,37.442,27.522,202,중기업,20230605,도시지역 / 상업지역 / 중심상업지역,주차장,비디오 및 기타 영상기기 제조업 외 4 종,"26329, 26421, 26429, 26519, 26529","조립서버PC, 센서박스, 액자형스크린, 빔프로젝트",031-710-3988,13595,경기도 성남시 분당구 황새울로240번길 3,경기도 성남시 분당구 수내동 9-4번지 현대오피스빌딩 1217호,37.38000099,127.1149394
제이에이비에이코리아(주),경기도 성남시,일반,66,26,7,소기업,20030206,도시지역 / 주거지역 / 제2종일반주거지역,대,액체 여과기 제조업,29175,증류수기기,031-758-7964,13361,경기도 성남시 중원구 원터로 81,경기도 성남시 중원구 성남동 2883번지 유창빌딩,37.43436041,127.1428408
주식회사 코리아디펜스,경기도 성남시,일반,129.4,109,3,소기업,20210823,도시지역 / 주거지역 / 제2종일반주거지역,대,셔츠 및 블라우스 제조업 외 28 종,"13219, 13221, 13222, 13224, 13225, 13229, 13409, 13921, 13991, 13999, 14111, 14112, 14120, 14130, 14191, 14192, 14193, 14194, 14199, 14300, 14419, 14491, 14499, 15121, 15129, 18119, 25995, 25999, 26421","의류, 봉제제품류",031-721-3185,13362,경기도 성남시 중원구 광명로94번길 14-1,경기도 성남시 중원구 성남동 2385번지 지층,37.4340182,127.1399713
(주)씨엔에이소프트,경기도 성남시,일반,44.75,20,2,소기업,20090223,도시지역 / 주거지역 / 제3종일반주거지역,"대, 대",방송장비 제조업,26421,"음향, 영상 방송장비",031-751-7015,13238,경기도 성남시 중원구 박석로93번길 31-1,경기도 성남시 중원구 상대원동 2476번지 1층 외 1필지,37.43890624,127.1622285
(주)영우아이앤씨,경기도 성남시,일반,52.78,134.82,15,소기업,20160125,도시지역 / 주거지역 / 제2종일반주거지역,대,여자용 겉옷 제조업 외 5 종,"14111, 14112, 14120, 14191, 14192, 14300",여성의류,070-8257-1721,13395,경기도 성남시 중원구 희망로 396,경기도 성남시 중원구 상대원동 2989-9번지 3층,37.44067602,127.1601632
(주)일웅상사,경기도 성남시,일반,166.04,108.86,12,소기업,20140217,도시지역 / 주거지역 / 제2종일반주거지역,대,구두류 제조업,15211,구두,031-732-3403,13228,경기도 성남시 중원구 박석로5번길 8,경기도 성남시 중원구 상대원동 1419번지 1419호,37.43340709,127.1651243
(주)킴블스,경기도 성남시,일반,193.1,369.42,13,소기업,20180725,도시지역 / 주거지역 / 제2종일반주거지역,대,"천막, 텐트 및 유사 제품 제조업 외 14 종","13224, 13999, 14111, 14112, 14120, 14191, 14192, 14193, 14194, 14199, 14491, 14499, 15121, 15129, 15190","장갑, 커버, 가방 등",02-6959-8557,13395,경기도 성남시 중원구 희망로392번길 9-1,경기도 성남시 중원구 상대원동 2991-55번지 지하1층,37.44002863,127.16072
